,Random Black Forest (RR)
OBSEA/2020-03-17.out,0.1031508636249133
OBSEA/2020-03-18.out,0.0
OBSEA/2020-03-19.out,0.0
OBSEA/2020-03-20.out,0.0
OBSEA/2020-03-21.out,0.0
OBSEA/2020-03-22.out,0.0
OBSEA/2020-03-23.out,0.0
OBSEA/2020-03-24.out,0.0
OBSEA/2020-03-25.out,0.0
OBSEA/2020-03-26.out,0.0
OBSEA/2020-03-27.out,0.0
OBSEA/2020-03-28.out,0.0
OBSEA/2020-03-29.out,0.023408128787059
OBSEA/2020-03-30.out,0.0
OBSEA/2020-03-31.out,0.0
OBSEA/2020-04-01.out,0.551719143921542
OBSEA/2020-04-02.out,0.0
OBSEA/2020-04-03.out,0.0
OBSEA/2020-04-04.out,0.0
OBSEA/2020-04-05.out,0.0
OBSEA/2020-04-06.out,0.0
OBSEA/2020-04-07.out,0.0
OBSEA/2020-04-08.out,0.0
OBSEA/2020-04-09.out,0.0
OBSEA/2020-04-10.out,0.1210583957574192
OBSEA/2020-04-11.out,0.056740763340772
OBSEA/2020-04-12.out,0.0
OBSEA/2020-04-13.out,0.0
OBSEA/2020-04-14.out,0.0
OBSEA/2020-04-15.out,0.2886360467132526
OBSEA/2020-04-16.out,0.0
OBSEA/2020-04-17.out,0.0
OBSEA/2020-04-18.out,0.0
OBSEA/2020-04-19.out,0.0
OBSEA/2020-04-20.out,0.0
OBSEA/2020-05-14.out,0.5442017807417129
OBSEA/2020-05-15.out,0.3008447924324813
OBSEA/2020-05-16.out,0.6212052719043638
OBSEA/2020-05-17.out,0.0
OBSEA/2020-05-18.out,0.0
OBSEA/2020-05-19.out,0.0
OBSEA/2020-05-20.out,0.0
OBSEA/2020-05-21.out,0.0
OBSEA/2020-05-22.out,0.0
OBSEA/2020-05-23.out,0.0695618149112271
OBSEA/2020-05-24.out,0.1618408572797546
OBSEA/2020-05-25.out,0.0
OBSEA/2020-05-26.out,0.049041451239261
OBSEA/2020-05-27.out,0.2354195574298748
OBSEA/2020-05-28.out,0.6316136358629474
OBSEA/2020-05-29.out,0.2175650769227927
OBSEA/2020-05-30.out,0.1623193122483331
OBSEA/2020-05-31.out,0.075674307369924
OBSEA/2020-06-01.out,0.1270670635225764
OBSEA/2020-06-02.out,0.0
OBSEA/2020-06-03.out,0.0
OBSEA/2020-06-04.out,0.1076358524284101
OBSEA/2020-06-05.out,0.2236132560061597
OBSEA/2020-06-06.out,0.0
OBSEA/2020-06-07.out,0.4886599920248743
OBSEA/2020-06-08.out,0.1961115448704739
OBSEA/2020-06-09.out,0.163968300403613
OBSEA/2020-06-10.out,0.1410720680263067
OBSEA/2020-06-11.out,0.4772201996329389
OBSEA/2020-06-12.out,0.0
OBSEA/2020-06-13.out,0.1513031474052239
OBSEA/2020-06-14.out,0.2080108374639557
OBSEA/2020-06-15.out,0.5865029318821268
OBSEA/2020-06-16.out,0.1963082794228946
OBSEA/2020-06-17.out,0.5533992316778515
OBSEA/2020-06-18.out,0.2774285702374757
OBSEA/2020-06-19.out,0.5871693312866817
OBSEA/2020-06-20.out,0.6614612459008884
OBSEA/2020-06-21.out,0.522145742314504
OBSEA/2020-06-22.out,0.4903177107663701
OBSEA/2020-06-23.out,0.3424333822150864
OBSEA/2020-06-24.out,0.4235680440339865
OBSEA/2020-06-25.out,0.3000914245126913
OBSEA/2020-06-26.out,0.2903895626804856
OBSEA/2020-06-27.out,0.336056075739517
OBSEA/2020-06-28.out,0.2311025165102189
OBSEA/2020-06-29.out,0.0
OBSEA/2020-06-30.out,0.303186606371437
OBSEA/2020-07-01.out,0.3553920414335919
OBSEA/2020-07-02.out,0.4221715095211402
OBSEA/2020-07-03.out,0.3810820298130139
OBSEA/2020-07-04.out,0.4123264066632509
OBSEA/2020-07-05.out,0.4106238124288553
OBSEA/2020-07-06.out,0.475417144636385
OBSEA/2020-07-07.out,0.3035204606530031
OBSEA/2020-07-08.out,0.2432024200715002
OBSEA/2020-07-09.out,0.6712101462307969
OBSEA/2020-07-10.out,0.4791953452098558
OBSEA/2020-07-11.out,0.4542312025807168
OBSEA/2020-07-12.out,0.2552231602419776
OBSEA/2020-07-13.out,0.8233545084520824
OBSEA/2020-07-14.out,0.5145665626006104
OBSEA/2020-08-09.out,0.0
OBSEA/2020-08-10.out,0.0
OBSEA/2020-08-11.out,0.3321434098483021
OBSEA/2020-08-12.out,0.2908111630416092
OBSEA/2020-08-13.out,0.0788286031805169
OBSEA/2020-08-14.out,0.4003447506742986
OBSEA/2020-08-15.out,0.0
OBSEA/2020-08-16.out,0.3022242968879999
OBSEA/2020-08-17.out,0.3283306552368424
OBSEA/2020-08-18.out,0.2193718561966748
OBSEA/2020-08-19.out,0.2793875531172823
OBSEA/2020-08-20.out,0.3378576005076338
OBSEA/2020-08-21.out,0.3320665142715726
OBSEA/2020-08-22.out,0.3065103125634123
OBSEA/2020-08-23.out,0.1746690173036127
OBSEA/2020-08-24.out,0.4214357830324783
OBSEA/2020-08-25.out,0.7242976831480737
OBSEA/2020-08-26.out,0.5250800423430028
OBSEA/2020-08-27.out,0.3562085349928252
OBSEA/2020-08-28.out,0.4287197280391986
OBSEA/2020-08-29.out,0.6280085016103125
OBSEA/2020-08-30.out,0.6282397085682273
OBSEA/2020-08-31.out,0.4949700407898598
OBSEA/2020-09-01.out,0.0449244857712129
OBSEA/2020-09-02.out,0.0938253015457474
OBSEA/2020-09-03.out,0.4351052284931217
OBSEA/2020-09-04.out,0.5391107305802132
OBSEA/2020-09-05.out,0.6563178091556895
OBSEA/2020-09-06.out,0.6694061047708464
OBSEA/2020-09-07.out,0.6164953985097992
OBSEA/2020-09-08.out,0.5155428134234511
OBSEA/2020-09-09.out,0.4847657631545623
OBSEA/2020-09-10.out,0.1015159558549581
OBSEA/2020-09-11.out,0.0
OBSEA/2020-09-12.out,0.0
OBSEA/2020-09-13.out,0.0
OBSEA/2020-09-14.out,0.0298504522194258
OBSEA/2020-09-15.out,0.5679058561280182
OBSEA/2020-09-16.out,0.379128747403421
OBSEA/2020-09-17.out,0.3000920140348231
OBSEA/2020-09-18.out,0.5190557446495003
OBSEA/2020-09-19.out,0.3861148813059949
OBSEA/2020-09-20.out,0.4723376333676224
OBSEA/2020-09-21.out,0.3906550288849278
OBSEA/2020-09-22.out,0.4089344631599218
OBSEA/2020-09-23.out,0.472218614996691
OBSEA/2020-09-24.out,0.6416138354443409
OBSEA/2020-09-25.out,0.2975413126518283
OBSEA/2020-09-26.out,0.069945975862189
OBSEA/2020-09-27.out,0.0
OBSEA/2020-09-28.out,0.0
OBSEA/2020-09-29.out,0.3904975583277652
OBSEA/2020-09-30.out,0.3661750537322738
OBSEA/2020-10-01.out,0.33911165030725
OBSEA/2020-10-02.out,0.4048667685968692
OBSEA/2020-10-03.out,0.7070845880400992
OBSEA/2020-10-04.out,0.268635343303526
OBSEA/2020-10-05.out,0.4952878941698324
OBSEA/2020-10-06.out,0.2666642600096561
OBSEA/2020-10-07.out,0.1925151914359295
OBSEA/2020-10-08.out,0.2815008119876839
OBSEA/2020-10-09.out,0.0969422275477258
