,algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,train_main_time,train_preprocess_time,train_postprocess_time,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,BestF1Score,FalseNegativeRate,RANGE_PR_AUC,result_path,BestF1MinusFNR,Recommendation_ACC
91715,LOF,OBSEA,2020-01-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,9.122287034988403,,,,0.999995000025,0.0,1.0000000000000002,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.999995000025
91735,LOF,OBSEA,2020-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,9.410440921783447,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.999995000025
91745,LOF,OBSEA,2020-01-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,da57e09e2b4ad4d568a26dd67f170158,1,"{'distance_metric_order': 2, 'leaf_size': 20, 'n_jobs': 1, 'n_neighbors': 50, 'random_state': 42}",,,,8.810603618621826,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_18_17/results.csv,,0.999995000025
3560,DenoisingAutoEncoder (DAE),OBSEA,2020-12-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,7,{},20.749675512313843,,,9.78654146194458,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_23_15_35/results.csv,,0.999995000025
34246,AutoEncoder (AE),OBSEA,2020-12-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,{},18.224883794784542,,,7.695788860321045,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
86226,PCC,OBSEA,2020-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,5,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.456212043762207,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.999995000025
34224,AutoEncoder (AE),OBSEA,2020-11-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,{},18.663205862045288,,,8.527796983718872,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
86232,PCC,OBSEA,2020-01-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",,,,8.983819961547852,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.999995000025
2580,AutoEncoder (AE),OBSEA,2020-11-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,6,{},23.29385685920716,,,9.670469522476196,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_23_15_35/results.csv,,0.999995000025
86216,PCC,OBSEA,2020-01-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,5,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.386206388473511,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.999995000025
78906,RobustPCA,OBSEA,2020-01-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,4,{'random_state': 42},144.93136930465698,,,6.505550384521484,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_10_10_26/results.csv,,0.999995000025
78884,RobustPCA,OBSEA,2020-01-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,3,{'random_state': 42},134.18670439720154,,,6.732840538024902,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_10_10_26/results.csv,,0.999995000025
86250,PCC,OBSEA,2020-01-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.50339412689209,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.999995000025
86246,PCC,OBSEA,2020-01-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,5,"{'random_state': 42, 'svd_solver': 'auto'}",,,,7.069533109664917,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_18/results.csv,,0.999995000025
78910,RobustPCA,OBSEA,2020-01-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},137.5375747680664,,,6.614506483078003,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_12_10_10_26/results.csv,,0.999995000025
98667,CBLOF,OBSEA,2020-12-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,19.983566284179688,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
34191,AutoEncoder (AE),OBSEA,2020-11-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,{},18.554696083068848,,,7.680196285247803,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
98647,CBLOF,OBSEA,2020-12-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.49365758895874,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
25596,AutoEncoder (AE),OBSEA,2020-01-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,10,{},25.517778635025024,,,10.29915452003479,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_23_15_03/results.csv,,0.999995000025
98617,CBLOF,OBSEA,2020-12-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,20.71702027320861,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
98597,CBLOF,OBSEA,2020-11-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,17.91039204597473,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
98577,CBLOF,OBSEA,2020-11-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,13.30571150779724,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
98567,CBLOF,OBSEA,2020-11-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,17.519753456115723,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
26584,DenoisingAutoEncoder (DAE),OBSEA,2020-01-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,5,{},18.90783715248108,,,9.63673210144043,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_03_23_15_03/results.csv,,0.999995000025
39189,DenoisingAutoEncoder (DAE),OBSEA,2020-01-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,3,{},16.623688220977783,,,6.82608437538147,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
11707,COPOD,OBSEA,2020-11-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,9.261337518692017,,,,0.999995000025,0.0,1.0000000000000002,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
11787,COPOD,OBSEA,2020-12-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,8.720906496047974,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
11757,COPOD,OBSEA,2020-12-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,8.558910369873047,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
11801,COPOD,OBSEA,2020-12-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,2,{'random_state': 42},,,,10.06308126449585,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
11737,COPOD,OBSEA,2020-11-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,8.465980529785156,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
11717,COPOD,OBSEA,2020-11-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,8.768308639526367,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8911,COPOD,OBSEA,2020-01-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,2,{'random_state': 42},,,,8.756791830062866,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8919,COPOD,OBSEA,2020-01-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,9.696717023849487,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8897,COPOD,OBSEA,2020-01-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,8.907165765762329,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
95787,CBLOF,OBSEA,2020-01-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,9.337340116500854,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95659,CBLOF,OBSEA,2020-01-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,1,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.115169048309326,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
8867,COPOD,OBSEA,2020-01-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,5,{'random_state': 42},,,,8.591799020767212,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8845,COPOD,OBSEA,2020-01-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,4,{'random_state': 42},,,,10.01527976989746,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8849,COPOD,OBSEA,2020-01-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,8.770536184310913,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8869,COPOD,OBSEA,2020-01-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,9.892776012420654,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
8879,COPOD,OBSEA,2020-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},,,,8.848555088043213,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_52/results.csv,,0.999995000025
95777,CBLOF,OBSEA,2020-01-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,13.644278287887571,,,,0.999995000025,0.0,1.0000000000000002,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95683,CBLOF,OBSEA,2020-01-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,3,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,15.411109685897827,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95705,CBLOF,OBSEA,2020-01-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,4,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.345908641815186,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95697,CBLOF,OBSEA,2020-01-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.453139066696169,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95677,CBLOF,OBSEA,2020-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,15.592024564743042,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95709,CBLOF,OBSEA,2020-01-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,1,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,15.616480350494385,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95757,CBLOF,OBSEA,2020-01-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.703802108764648,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95747,CBLOF,OBSEA,2020-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.13223433494568,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95737,CBLOF,OBSEA,2020-01-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,13.660226345062256,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
95727,CBLOF,OBSEA,2020-01-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4af4d919471b6491e8bdcca811a5e413,5,"{'n_clusters': 50, 'n_jobs': 1, 'random_state': 42}",,,,14.641080141067505,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_13_01_17_32/results.csv,,0.999995000025
39006,DenoisingAutoEncoder (DAE),OBSEA,2020-01-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,3,{},14.47657322883606,,,7.791409969329834,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
39079,DenoisingAutoEncoder (DAE),OBSEA,2020-01-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,{},13.152747869491575,,,8.333089590072632,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
39082,DenoisingAutoEncoder (DAE),OBSEA,2020-01-16,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,{},11.919375658035278,,,6.758070230484009,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
39062,DenoisingAutoEncoder (DAE),OBSEA,2020-01-14,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,{},13.501945495605469,,,7.837569952011108,,,,0.999995000025,0.0,1.0,../../../../TimeEval_work/results/training_data_MSAD_2020/2024_04_05_21_07_24/results.csv,,0.999995000025
